Nome;Nazione;Citta;Indirizzo;Latitudine;Longitudine;Fascia_di_prezzo;Delivery;Online;Tipo_di_cucina
Grand Salon;Portugal;A 0vora;Avenida da RepAoblica 171 Vila Real de Santo AntA3nio 8900-203 Portugal;371.965.528;-74.151.326;1000;No;No;Portuguese
Rio by Paulo AndrA c;Portugal;Cascais;PraASSa da RepAoblica 8 Vila do Conde 4480-715 Portugal;413.513.451;-87.415.259;1000;No;No;Modern Cuisine
A Velha;Portugal;Vila Real de Santo AntA3nio;Alameda De Santo AntA3nio 18 Abrantes 2200-297 Portugal;394.636.327;-82.029.976;100;No;No;Traditional Cuisine
Oven;Portugal;Vila do Conde;Rua Dos Fanqueiros 232 Lisbon 1100-232 Portugal;387.121.607;-91.364.726;1000;No;No;Nepali Indian
34;Portugal;Abrantes;Largo do Toural 23 Guimaraes 4810 427 Portugal;414.419.617;-82.953.664;1000;No;No;International
Kappo;Portugal;Lisbon;Avenida EmAdio Navarro 23A Cascais 2750-337 Portugal;386.971.584;-9.422.948;1000;No;No;Japanese
Apego;Portugal;Guimaraes;Rua de Santa Catarina 1198 Porto 4000-457 Portugal;411.568.534;-86.045.141;1000;No;No;Creative
BistrA by Vila Foz;Portugal;Cascais;Rua De Alvaro CastelAues 16 Matosinhos 4450-037 Portugal;411.873.403;-86.928.936;1000;No;No;Seafood Portuguese
Vibe by Mattia Stanchieri;Portugal;Porto;Rua da Horta Seca 5B Lisbon 1200-221 Portugal;387.102.704;-91.440.058;1000;No;No;Contemporary
Avista;Portugal;Matosinhos;Estrada Monumental 145 Funchal 9004-532 Portugal;326.398.651;-16.925.279;1000;No;No;Mediterranean Cuisine
Sem Porta;Portugal;Lisbon;EN 261-1 CCI 3954 Muda Comporta 7570-337 Portugal;382.886.746;-87.121.804;1000;No;No;Contemporary
Fogo;Portugal;Funchal;Avenida Elias Garcia 57 Lisbon 1049-017 Portugal;387.393.023;-9.145.645;1000;No;No;Grills
MAPA;Portugal;Comporta;Herdade das Valadas N4 Montemor-o-Novo 7050-031 Portugal;386.446.239;-82.481.969;1000;No;No;Creative Traditional Cuisine
CavalariASSa;Portugal;Lisbon;Rua do Secador 9 Comporta 7580-648 Portugal;3.837.933;-87.869.141;1000;No;No;Contemporary
Essencial;Portugal;Montemor-o-Novo;Rua da Rosa 176 Lisbon 1200-390 Portugal;387.138.831;-91.455.979;1000;No;No;Modern Cuisine
Drogaria;Portugal;Comporta;Rua Joaquim Casimiro 8 Lisbon 1200-696 Portugal;387.052.888;-91.671.892;1000;No;No;Traditional Cuisine
Mercearia Gadanha;Portugal;Lisbon;Largo dos DragAues de OlivenASSa 84 Estremoz 7100-457 Portugal;388.442.955;-75.883.013;1000;No;No;Regional Cuisine
Restaurante F;Portugal;Lisbon;Av TomA s Cabreira - Edificio FalA c sia Portimao 8500-802 Portugal;37.118.731;-85.408.254;1000;No;No;International
SalAPSo Nobre;Portugal;Estremoz;Parque de Vidago Vidago 5425-307 Portugal;416.328.757;-7.575.402;1000;No;No;Contemporary
Oficina;Portugal;Portimao;Rua de Miguel Bombarda 282 Porto 4050-377 Portugal;411.497.992;-86.201.416;1000;No;No;Traditional Cuisine
Herdade dos Grous;Portugal;Vidago;Herdade dos Grous Albernoa 7800-601 Portugal;37.879.376;-7.940.977;1000;No;No;Traditional Cuisine
Prado;Portugal;Porto;Travessa Das Pedras Negras 2 Lisbon 1100-404 Portugal;387.105.326;-91.349.192;1000;No;No;Farm to table
Casa da DAzima;Portugal;Albernoa;Rua Costa Pinto 17 PaASSo de Arcos 2770-046 Portugal;386.956.249;-92.900.245;1000;No;No;Contemporary
Taberna d AdA c lia;Portugal;Lisbon;Rua das Traineras 12 NazarA c 2450-196 Portugal;395.978.991;-9.071.555;1000;No;No;Seafood
Vistas Monte Rei;Portugal;PaASSo de Arcos;Sitio de Pocinho Vila Nova de Cacela 8900-907 Portugal;3.720.864;-75.494.437;1000;No;No;Creative
Tasca do ZA c Tuga;Portugal;NazarA c;Rua da Igreja 66 BraganASSa 5300-025 Portugal;418.034.835;-67.485.414;1000;No;No;Traditional Cuisine
Turismo;Portugal;Vila Nova de Cacela;Rua Duques de BraganASSa Barcelos 4750-272 Portugal;4.152.872;-86.233;1000;No;No;Regional Cuisine
Tia Alice;Portugal;BraganASSa;Avenida IrmAPS LAocia de Jesus 152 FA tima 2495-557 Portugal;396.178.345;-8.653.409;1000;No;No;Portuguese
Pequeno Mundo;Portugal;Barcelos;Caminho de Pereiras Almancil 8135-907 Portugal;370.912.102;-80.505.531;1000;No;No;International
Solar dos Nunes;Portugal;FA tima;Rua dos LusAadas 68-72 Lisbon 1300-372 Portugal;387.053.894;-91.805.237;1000;No;No;Traditional Cuisine
O Talho;Portugal;Almancil;Rua Carlos Testa 1 Lisbon 1050-046 Portugal;387.333.598;-91.527.439;1000;No;No;Meats and Grills
CavalariASSa A 0vora;Portugal;Lisbon;Rua Augusto Filipe SimAues A 0vora 7000-845 Portugal;385.732.182;-79.074.511;1000;No;No;Contemporary
O Frade;Portugal;Lisbon;CalASSada da Ajuda 14 Lisbon 1300-006 Portugal;386.978.416;-91.993.882;1000;No;No;Regional Cuisine
Ceia;Portugal;A 0vora;Campo De Santa Clara 128 Lisbon 1100-473 Portugal;387.157.113;-9.125.727;1000;No;No;Contemporary
Boubou s;Portugal;Lisbon;Rua do Monte Olivete 32 A Lisbon 1200-280 Portugal;387.171.311;-91.507.607;1000;No;No;Modern Cuisine International
CHECKin by Leonel Pereira;Portugal;Lisbon;Rua do Castelo 7 Faro 8000-243 Portugal;370.123.583;-79.342.854;1000;No;No;Contemporary
NA perAun;Portugal;Lisbon;Rua 25 Abril 113 Odeceixe 8670-320 Portugal;374.298.139;-87.727.838;1000;No;No;Modern Cuisine
In Diferente;Portugal;Faro;Rua do Doutor Sousa Rosa 23 Porto 4150-719 Portugal;411.554.566;-86.768.849;1000;No;No;International
dop;Portugal;Odeceixe;Largo de SAPSo Domingos 16 Porto 4050-545 Portugal;41.142.819;-86.146.931;1000;No;No;Contemporary
Ferrugem;Portugal;Porto;Rua das Pedrinhas 32 Portela 4770-379 Portugal;4.146.184;-844.801;1000;No;No;Contemporary
Rei dos LeitAues;Portugal;Porto;Avenida da RestauraASSAPSo 17 Mealhada 3050 -382 Portugal;403.900.732;-84.507.087;1000;No;No;Traditional Cuisine
Elemento;Portugal;Portela;Rua do Almada 51 Porto 4050-036 Portugal;411.465.149;-86.122.347;1000;No;No;Modern Cuisine Grills
S GiAPSo;Portugal;Mealhada;Rua Comendador Joaquim Almeida Freitas 56 Moreira de CA3negos 4815-270 Portugal;413.801.444;-83.553.803;1000;No;No;Traditional Cuisine
Salpoente;Portugal;Porto;Cais de SAPSo Roque 83 Aveiro 3800-256 Portugal;406.468.366;-86.514.174;1000;No;No;Modern Cuisine
Avenida;Portugal;Moreira de CA3negos;Avenida dos Descobrimentos 53 Lagos 8600-645 Portugal;371.075.518;-86.752.408;1000;No;No;Modern Cuisine
Origens;Portugal;Aveiro;Rua de Burgos 10 A 0vora 7000-863 Portugal;385.714.634;-79.087.398;1000;No;No;Contemporary
O LeAPSo de Porches;Portugal;Lagos;Rua Padre AntA3nio GregA3rio A Cabrita 8 Porches 8400-473 Portugal;371.259.021;-83.983.335;1000;No;No;International
Sabores d ItA lia;Portugal;A 0vora;PraASSa 5 de Outubro 40 Caldas da Rainha 2500-111 Portugal;394.035.971;-91.364.633;1000;No;No;Italian
Cais da Villa;Portugal;Porches;Rua Monsenhor JerA3nimo do Amaral Vila Real 5000-570 Portugal;412.936.688;-77.399.346;1000;No;No;Traditional Cuisine
Vila do Peixe;Portugal;Caldas da Rainha;Rua Doutor JoAPSo Abel de Freitas 30-A CAC mara de Lobos 9300-048 Portugal;326.492.737;-169.747.188;1000;No;No;Seafood
2 Passos;Portugal;Vila Real;Praia do AncAPSo Almancil 8135-170 Portugal;370.348.278;-80.401.648;1000;No;No;Seafood
Dom Joaquim;Portugal;CAC mara de Lobos;Rua dos Penedos 6 A 0vora 7000-531 Portugal;385.708.721;-79.145.034;1000;No;No;Regional Cuisine
Horta;Portugal;Almancil;Rua De Leichlingen 11 Funchal 9004-566 Portugal;326.366.714;-169.337.438;1000;No;No;Vegetarian
MemA3rias Santar;Portugal;A 0vora;Rua De Gago Coutinho Santar 3520-147 Portugal;405.700.484;-78.927.331;1000;No;No;Creative
Conceito;Portugal;Funchal;Rua Pequena Urb do Viso lote 1 loja A - Bicesse Cascais 2645-486 Portugal;387.321.134;-93.777.676;1000;No;No;Contemporary
Las Dos Manos;Portugal;Santar;Rua de SAPSo Pedro de AlcAC ntara 59 Lisbon 1200-459 Portugal;387.144.177;-91.443.214;1000;No;No;Fusion
Akua;Portugal;Cascais;Rua Dos MurASSas 6 Funchal 9000 058 Portugal;326.475.151;-169.093.572;1000;No;No;Contemporary
O Palco;Portugal;Lisbon;Avenida Dom Afonso Henriques Coimbra 3000-011 Portugal;402.094.663;-84.145.063;1000;No;No;Contemporary
Gastro by Elemento;Portugal;Funchal;Rua Maria Adelaide Freitas GonASSalves 13 Porto 4350-109 Portugal;411.641.961;-85.882.792;1000;No;No;Contemporary Grills
Oxalis;Portugal;Coimbra;Rua da Estalagem 23 Funchal 9060 415 Portugal;326.583.209;-168.674.228;1000;No;No;Contemporary
Legacy Winery;Portugal;Porto;EN 4 KM 136 4 - Herdade das Servas Estremoz 7100 600 Portugal;388.368.112;-76.675.027;1000;No;No;Contemporary
AEUR Mesa;Portugal;Funchal;R Alvaro de Campos 14 Tavira 8800-320 Portugal;3.712.859;-76.497.412;1000;No;No;Modern Cuisine Traditional Cuisine
A mago;Portugal;Estremoz;Rua da Alegria 41C Lisbon 1250-182 Portugal;387.176.011;-91.473.944;1000;No;No;Farm to table Contemporary
Alameda;Portugal;Tavira;Rua da PolAcia da SeguranASSa PAoblica 10 Faro 8000-151 Portugal;370.158.521;-79.285.322;1000;No;No;Modern Cuisine
fago;Portugal;Lisbon;Travessa da PraASSa 2A MarvAPSo 7330-124 Portugal;393.944.099;-73.760.821;1000;No;No;Contemporary
Downunder by Justin Jennings;Portugal;Faro;Rua Dos Industriais 21 Lisbon 1200-685 Portugal;387.104.569;-91.540.085;1000;No;No;Australian Contemporary
SEIVA;Portugal;MarvAPSo;Rua Sarmento Pimentel 63 LeASSa da Palmeira 4450 790 Portugal;411.941.125;-87.066.067;1000;No;No;Vegetarian Vegan
O Filho da MAPSe;Portugal;Lisbon;Rua Dom Afonso Henriques 25 Braga 4700-030 Portugal;41.548.957;-84.276.956;100;No;No;South American
SEM;Portugal;LeASSa da Palmeira;Rua Das Escolas Gerais 120 Lisbon 1100-220 Portugal;387.132.219;-91.298.629;1000;No;No;Creative
Omakase RI;Portugal;Braga;Rua Garcia da Orta 71c loja 1 Lisbon 1200-678 Portugal;38.706.915;-91.607.949;1000;No;No;Japanese
Quinta do Tedo Familia Geadas;Portugal;Lisbon;Quinta do Tedo N222 M512 Folgosa 5110 204 Portugal;411.568.493;-76.404.927;1000;No;No;Regional Cuisine Traditional Cuisine
Audax;Portugal;Lisbon;Rua Imperatriz Dona AmA c lia 104 Funchal 9000-018 Portugal;326.431.755;-169.200.848;1000;No;No;Contemporary
SAFRA;Portugal;Folgosa;Rua da Moeda 44 Coimbra 3000-282 Portugal;402.108.207;-84.301.823;1000;No;No;Contemporary
Aladin Grill;Portugal;Funchal;Rua Anneliese Pohl Porches 8400-450 Portugal;3.710.253;-838.141;1000;No;No;International Grills
Le Babachris;Portugal;Coimbra;Largo Condessa do Juncal nadeg19-21 Guimaraes 4800-159 Portugal;414.419.757;-82.972.531;1000;No;No;Mediterranean Cuisine Fusion
Gazebo;Portugal;Porches;Rua dos IlhA c us 30 Funchal 9000-176 Portugal;32.645.675;-169.219.852;1000;No;No;Contemporary
Flor de Lis by Vila Foz;Portugal;Guimaraes;Av De Montevideu 236 Porto 4150-516 Portugal;4.116.175;-86.846.908;1000;No;No;International Traditional Cuisine
Casa do Gadanha;Portugal;Funchal;Rua da Vasco da Gama 4 Estremoz 7100-559 Portugal;388.418.766;-7.588.567;1000;No;No;Contemporary
NUMA;Portugal;Porto;Av Miguel Bombarda 17 Portimao 8500 299 Portugal;371.335.725;-85.415.936;1000;No;No;Contemporary
Mito;Portugal;Estremoz;Rua De JosA c FalcAPSo 183 Porto 4050 215 Portugal;41.149.697;-86.141.968;1000;No;No;Contemporary Classic Cuisine
Seixo by Vasco Coelho Santos;Portugal;Portimao;Quinta do Seixo TabuaASSo 5120-495 Portugal;411.686.669;-75.547.475;1000;No;No;Portuguese
Bomfim 1896 with Pedro Lemos;Portugal;Porto;Quinta do Bomfim PinhAPSo 5085-060 Portugal;41.189.216;-75.404.832;1000;No;No;Contemporary
Terroir;Portugal;TabuaASSo;Avenida Duque De LoulA c 86A Lisbon 1050-090 Portugal;3.872.732;-914.645;1000;No;No;Modern Cuisine
BAHR;Portugal;PinhAPSo;PraASSa LuAs De CamAues 2 Lisbon 1200-243 Portugal;387.103.906;-91.432.259;1000;No;No;Portuguese
Lamelas;Portugal;Lisbon;Rua CAC ndido da Silva 55 A Porto Covo 7520-437 Portugal;37.850.289;-87.923.137;1000;No;No;Regional European Contemporary
Cisco - Cozinha Tradicional;Portugal;Lisbon;Rua De Coruche 121A Almeirim 2080-094 Portugal;392.045.313;-86.290.866;1000;No;No;Traditional Cuisine Portuguese
Raiva;Portugal;Porto Covo;Estrada Nacional 222 Km 41 Raiva 4550-631 Portugal;410.382.903;-83.511.142;1000;No;No;Modern Cuisine
Zest;Portugal;Almeirim;25 St George s Road St Julian s STJ 3208 Malta;35.919.208;144.898.046;1000;No;No;Asian
Kaiseki;Portugal;Raiva;77 Merchants Street Valletta VLT 1174 Malta;358.988.146;14.515.441;1000;No;No;Mediterranean Cuisine Asian Influences
The Fork and Cork;Malta;St Julian s;20 Saqqajja Hill Mdina MDN 1400 Malta;35.883.115;144.037.651;1000;No;No;Mediterranean Cuisine Modern Cuisine
The Seafood Market Grill;Malta;Valletta;Msida Road Gzira GZR 1403 Malta;3.590.166;144.932.499;1000;No;No;Seafood Classic Cuisine
AaronA s Kitchen;Malta;Mdina;107 Archbishop Street Valletta VLT 1446 Malta;358.997.592;145.136.909;1000;No;No;Traditional Cuisine
One80 St Christopher Street;Malta;Gzira;45A St Christopher s Street Valletta VLT 1464 Malta;358.994.817;145.149.611;1000;No;No;Mediterranean Cuisine
Chophouse;Malta;Valletta;Censu Xerri TignA c Point Sliema SLM 3190 Malta;359.059.998;145.127.628;1000;No;No;Grills Classic Cuisine
Root 81;Malta;Valletta;22A Saqqajja Hill Rabat MDN 1400 Malta;358.831.608;144.038.731;1000;No;No;Mediterranean Cuisine
Tmun;Malta;Sliema;Martino Garces Street MA arr Harbour Gozo GASSajnsielem GSM 2413 Malta;360.257.325;142.968.455;1000;No;No;Seafood
Giuseppi s;Malta;Rabat;Salini Resort Salina Bay Naxxar NXR 9030 Malta;359.483.589;144.289.128;1000;No;No;Modern Cuisine Mediterranean Cuisine
Bahia;Malta;GASSajnsielem;De Paule Avenue San Anton Balzan BZN 9023 Malta;358.944.725;144.491.412;1000;No;No;Creative Contemporary
Rebekah s;Malta;Naxxar;12 Triq it-Tgham MellieASSa MLH 1472 Malta;359.545.163;14.363.946;1000;No;No;Modern Cuisine
The Golden Fork;Malta;Balzan;31 Triq L-Isptar Rabat RBT 1040 Malta;35.882.215;14.401.365;1000;No;No;Modern Cuisine Creative
Risette;Malta;MellieASSa;81 Old Theatre Street Valletta VLT 1429 Malta;359.000.394;145.120.422;1000;No;No;Modern Cuisine Creative
The Medina;Malta;Rabat;7 Holy Cross Street Mdina MDN 1231 Malta;358.864.486;144.027.391;1000;No;No;Mediterranean Cuisine Traditional Cuisine
Grotto Tavern;Malta;Valletta;9 10 12 St Pauls Square Rabat RBT 1232 Malta;358.821.211;143.987.874;1000;No;No;Modern Cuisine
Terroir;Malta;Mdina;13 Triq Il-Kbira Attard ATD 1027 Malta;358.903.675;144.425.168;1000;No;No;Mediterranean Cuisine
The Harbour Club;Malta;Rabat;4 5 Barrierra Wharf Liesse Hill Valletta VLT 1941 Malta;358.950.267;145.136.631;1000;No;No;Modern Cuisine
LOA;Malta;Attard;Saint Geraldu St Paul s Bay SPB 3310 Malta;359.493.734;144.043.557;1000;No;No;South American Fusion
AKI;Malta;Valletta;Corner of Strait Street and Santa Lucia Street Valletta VLT 1455 Malta;358.987.013;145.122.737;1000;No;No;Japanese
Tartarun;Malta;St Paul s Bay;20 Fisherman s Wharf Marsaxlokk MXK 1301 Malta;358.414.467;145.454.023;1000;No;No;Seafood
La Pira;Malta;Valletta;35 Merchant Street Valletta VLT 1171 Malta;358.974.089;145.132.095;1000;No;No;Regional Cuisine Traditional Cuisine
Level Nine at The Grand;Malta;Marsaxlokk;58 Triq Sant Antnin MA arr Harbour Gozo GASSajnsielem GSM 9026 Malta;3.603.149;1.429.719;1000;No;No;Italian Contemporary Mediterranean Cuisine
59 Republic;Malta;Valletta;St George s Square Valletta VLT 1190 Malta;358.990.289;145.133.987;1000;No;No;Classic Cuisine
Legligin;Malta;GASSajnsielem;Triq Santa Lucia 116-119 Valletta VLT 1183 Malta;358.992.238;145.118.558;1000;No;No;Regional Cuisine Mediterranean Cuisine
Al Sale;Malta;Valletta;32 Victory Square XagASSra XRA 2205 Malta;3.605.123;1.426.922;1000;No;No;Meats and Seafood
GuzA c;Malta;Valletta;22 Old Bakery Street Valletta VLT 1454 Malta;358.986.685;145.110.933;1000;No;No;Traditional Cuisine
Caviar Bull;Malta;XagASSra;St George s Bay St Julian s STJ 3301 Malta;359.286.726;144.913.568;1000;No;No;Beef
Ta Frenc;Malta;Valletta;DaASSla Ta GASSajn Damma Street XagASSra XRA 9010 Malta;360.595.943;142.532.018;1000;No;No;Mediterranean Cuisine
Marea;Malta;St Julian s;Marina street Kalkara waterfront Kalkara KKR 1521 Malta;358.917.236;145.240.799;1000;No;No;Asian Mediterranean Cuisine
AnkA ma;Malta;XagASSra;5F Kam Lung Commercial Centre 2 Hart Avenue Tsim Sha Tsui Hong Kong Hong Kong SAR China;222.981.761;1.141.743.119;100;No;No;European Contemporary
Jee;Malta;Kalkara;2F 8 Lyndhurst Terrace Central Hong Kong;22.282.479;1.141.548.125;100;No;No;Innovative
Magistracy Dining Room;Hong Kong;Hong Kong;GF Central Magistracy Tai Kwun 1 Arbuthnot Road Central Hong Kong;222.812.141;1.141.545.053;10;No;No;European English
Thai Pai Dong;Hong Kong;Hong Kong;GF 24 Man Yuen Street Jordan Hong Kong;223.075.838;1.141.664.691;10;No;No;Thai
Hung s Delicacies;Hong Kong;Hong Kong;Shop B01 Lower Level Tower 535 535 Jaffe Road Causeway Bay Hong Kong Hong Kong SAR China;222.815.236;1.141.839.221;10;No;No;Chiu Chow
Banana Boy;Hong Kong;Hong Kong;Shop 18 GF Shun Fung Building 5-7 Fung Yau Street North Yuen Long Hong Kong Hong Kong SAR China;22.443.693;1.140.337.062;10;No;No;Street Food
Heartwarming Prince Edward;Hong Kong;Hong Kong;23 Yu Chau Street Prince Edward Hong Kong Hong Kong SAR China;22.325.844;1.141.667.597;10;No;No;Street Food
Art Taste;Hong Kong;Hong Kong;Shop A GF Carfield Commercial Building 75-77 Wyndham Street Central Hong Kong Hong Kong SAR China;2.228.187;11.415.477;10;No;No;Taiwanese
Snack Baby;Hong Kong;Hong Kong;93-95 Hollywood Road Central Hong Kong Hong Kong SAR China;222.838.487;1.141.521.648;10;No;No;Street Food
Drunken Fish;Hong Kong;Hong Kong;1F Wynn Hotel Rua Cidade de Sintra NAPE Macau Macau;221.898.484;1.135.472.629;100;No;No;Seafood
Mizumi;Hong Kong;Hong Kong;GF North Esplanade Wynn Palace Avenida da Nave Desportiva Cotai Macau;22.146.648;113.571.182;1000;No;No;Japanese
Justindia;Macau;Macau;GF Block AK EdifAcio Jardim Fu Tat 59 Rua De Bruxelas Macau Macau;22.189.805;113.551.446;10;No;No;Indian
Omakase Stevens;Macau;Macau;01-03 30 Stevens Road 257840 Singapore;13.137.694;1.038.286.826;1000;No;No;Innovative
Jungle;Macau;Macau;10 Ann Siang Hill 069789 Singapore;1.281.413;1.038.453.743;10;No;No;Thai
Sospiri;Singapore;Singapore;IOI Central Boulevard Towers 07-02 2 Central Boulevard 018916 Singapore;12.800.227;1.038.513.486;10;No;No;Italian
To-Ricos Kway Chap;Singapore;Singapore;51 Old Airport Road Food Centre 01-135 136 51 Old Airport Road 390051 Singapore;13.083.574;1.038.857.344;10;No;No;Street Food
Nam Sing Hokkien Fried Mee;Singapore;Singapore;51 Old Airport Road Food Centre 01-32 51 Old Airport Road 390051 Singapore;130.825;10.388.579;10;No;No;Street Food
Lao Fu Zi Fried Kway Teow;Singapore;Singapore;51 Old Airport Road Food Centre 01-12 51 Old Airport Road 390051 Singapore;13.080.902;1.038.856.982;10;No;No;Street Food
Stua Noa Fine Dining;Singapore;Singapore;via Plan 114 Livigno 23041 Italy;46.539.488;10.140.555;1000;No;No;Modern Cuisine Creative
Enigma Restaurant;Singapore;Singapore;Viale Leopoldo Nobili 2 c Reggio Emilia 42121 Italy;447.031.166;10.632.835;1000;No;No;Regional Cuisine Mediterranean Cuisine
Waby;Italy;Livigno;Via Carlo De Cristoforis 2 Milan 20124 Italy;454.820.016;91.884.026;1000;No;No;Asian Japanese Contemporary
TA c a del Kosmo;Italy;Reggio Emilia;Via Bondi 473 d Livigno 23041 Italy;465.372.803;101.416.258;1000;No;No;Creative Alpine
Soul Restaurant;Italy;Milan;via Goito 9 Legnano 20025 Italy;455.900.203;89.169.394;1000;No;No;Creative Contemporary
Novanta;Italy;Livigno;Via Roma 79 Bressana Bottarone 27042 Italy;450.649.114;91.331.624;1000;No;No;Lombardian
Radici;Italy;Legnano;ristorante in vigna;82.173.076;Piedmontese, Modern Cuisine;1000;No;No;a a
Manna;Italy;Bressana Bottarone;piazzale Governo Provvisorio 6 Milan 20127 Italy;4.549.815;9.225.334;1000;No;No;Modern Cuisine
Izu;Italy;Costigliole d Asti 14055 Strada Pasquana 3;Corso Lodi 27 Milan 20135 Italy;454.492.552;9.207.336;1000;No;No;Japanese Contemporary Fusion
A Mangiare;Italy;Milan;viale Monte Grappa 3 Reggio Emilia 42121 Italy;446.949.923;106.391.799;1000;No;No;Regional Cuisine Classic Cuisine
Kiku;Italy;Milan;4 Lane 135 Section 1 Anhe Road Da an District Taipei Taiwan;250.341.491;121.553.009;1000;No;No;Japanese
Mayu Cocoon;Italy;Reggio Emilia;6 Lane 206 Section 2 Fuqian Road West Central District Tainan Taiwan;229.920.139;1.201.925.626;10;No;No;Creative
Liang Liang Table;Taiwan;Taipei;63 Lane 85 Minde Road North District Tainan Taiwan;230.047.127;1.202.013.683;100;No;No;European Contemporary
Kou Gyu Rou;Taiwan;Tainan;6 Minle Street Datong District Taipei Taiwan;250.557.262;1.215.107.843;10;No;No;Noodles
Chuan Chia Congee;Taiwan;Tainan;410 Qingping Road Anping District Tainan Taiwan;229.969.677;1.201.761.045;10;No;No;Small eats
Noda;Taiwan;Taipei;6-9-9 Jingumae Shibuya-ku Tokyo 150-0001 Japan;356.671.149;139.705.019;1000;No;No;Contemporary
Le Jardin de Kamo;Taiwan;Tainan;8-6 Nihombashihakozakicho Chuo-ku Tokyo 103-0015 Japan;35.679.106;139.785.214;1000;No;No;French
EWIG;Japan;Tokyo;2F 4-3-23 Minamiaoyama Minato-ku Tokyo 107-0062 Japan;35.666.105;139.720.171;1000;No;No;Austrian
Sushi Oya;Japan;Tokyo;3F 3-6 Fukuromachi Shinjuku-ku Tokyo 162-0828 Japan;35.701.486;139.738.699;1000;No;No;Sushi
Sushi Tanaka;Japan;Tokyo;2-7-23 Minamiazabu Minato-ku Tokyo 106-0047 Japan;35.647.205;139.736.627;1000;No;No;Sushi
Kyuu;Japan;Tokyo;2-3-21 Nishiwaseda Shinjuku-ku Tokyo 162-0051 Japan;35.708.253;139.716.959;1000;No;No;Chinese
Akasaka Shimabukuro;Japan;Tokyo;3F 3-21-8 Akasaka Minato-ku Tokyo 107-0052 Japan;35.676.443;139.736.196;1000;No;No;Japanese
fragment Azabujuban;Japan;Tokyo;2F 3-9-2 Azabujuban Minato-ku Tokyo 106-0045 Japan;35.652.874;139.734.258;1000;No;No;Italian
Le Vin Perdu;Japan;Tokyo;11 West Street Ashburton TQ13 7DT United Kingdom;505.150.095;-37.568.707;1000;No;No;French
The Old Deanery;Japan;Tokyo;Minster Road Ripon HG4 1QS United Kingdom;541.354.226;-15.202.061;1000;No;No;Modern British
FIFTY TWO;United Kingdom;Ashburton;Follifoot Harrogate HG3 1JH United Kingdom;539.726.725;-14.951.622;1000;No;No;Modern Cuisine Creative
Arlington;United Kingdom;Ripon;20 Arlington Street St James s London SW1A 1RG United Kingdom;515.066.741;-0.1407703;1000;No;No;European
Saga;United Kingdom;Harrogate;43 Malone Road Belfast BT9 6RX United Kingdom;545.801.769;-59.390.885;1000;No;No;Modern Cuisine
Dishes;United Kingdom;London;194 High Street Prestatyn LL19 9BW United Kingdom;533.328.391;-34.018.363;1000;No;No;British Contemporary
